Order_ID,Order_Date,Product,Category,State,City,Region,Quantity,Sales,Profit,Latitude,Longitude
Ord-0039,2025-08-21,Keyboard,Electronics,West Bengal,Kolkata,East,5,18530.3,2076.88,22.5726,88.3639
Ord-0040,2026-02-24,Tablet,Electronics,Gujarat,Ahmedabad,West,3,69573.13,10350.14,23.0225,72.5714
Ord-0041,2026-04-18,Table,Furniture,Chandigarh,Chandigarh,North,4,60271.42,8636.18,30.7333,76.7794
Ord-0042,2025-06-12,Bookshelf,Furniture,Gujarat,Ahmedabad,West,5,42799.76,5645.8,23.0225,72.5714
Ord-0043,2025-10-04,Bookshelf,Furniture,Odisha,Bhubaneswar,East,4,37014.92,4454.09,20.2961,85.8245
Ord-0044,2026-04-05,Table,Furniture,Rajasthan,Jaipur,North,3,45826.66,8093.56,26.9124,75.7873
Ord-0045,2025-01-27,Tablet,Electronics,Kerala,Kochi,South,5,108637.49,25425.17,9.9312,76.2673
Ord-0046,2026-03-29,Keyboard,Electronics,Maharashtra,Pune,West,1,3513.45,575.25,18.5204,73.8567
Ord-0047,2025-01-17,Tablet,Electronics,West Bengal,Kolkata,East,4,79585.16,15099.72,22.5726,88.3639
Ord-0048,2025-12-15,Keyboard,Electronics,West Bengal,Kolkata,East,3,10863.19,2629.13,22.5726,88.3639
Ord-0049,2025-09-10,Keyboard,Electronics,Maharashtra,Mumbai,West,3,11302.83,1049.0,19.076,72.8777
Ord-0050,2026-07-20,Desk,Furniture,Delhi,New Delhi,North,1,11484.55,1249.68,28.6139,77.209
Ord-0051,2025-06-04,Tablet,Electronics,Telangana,Hyderabad,South,2,44470.86,11042.52,17.385,78.4867
Ord-0052,2025-09-03,Phone,Electronics,Telangana,Hyderabad,South,2,62000.3,12306.61,17.385,78.4867
Ord-0053,2026-06-09,Cabinet,Furniture,Uttar Pradesh,Lucknow,North,2,23008.05,5232.08,26.8467,80.9462
Ord-0054,2026-05-27,Cabinet,Furniture,West Bengal,Kolkata,East,1,11143.23,1259.48,22.5726,88.3639
Ord-0055,2025-02-20,Tablet,Electronics,Bihar,Patna,East,4,88369.22,13656.63,25.5941,85.1376
Ord-0056,2025-11-01,Cabinet,Furniture,Tamil Nadu,Chennai,South,5,57805.44,13079.57,13.0827,80.2707
Ord-0057,2025-02-22,Cabinet,Furniture,Rajasthan,Jaipur,North,3,30454.74,5140.19,26.9124,75.7873
Ord-0058,2025-12-16,Keyboard,Electronics,West Bengal,Kolkata,East,4,14721.9,1664.23,22.5726,88.3639
Ord-0059,2025-04-16,Desk,Furniture,Gujarat,Ahmedabad,West,4,44346.92,10857.07,23.0225,72.5714
Ord-0060,2025-02-27,Tablet,Electronics,Bihar,Patna,East,1,21379.33,3285.97,25.5941,85.1376
Ord-0061,2025-05-07,Cabinet,Furniture,Uttar Pradesh,Lucknow,North,5,51324.9,4811.63,26.8467,80.9462
Ord-0062,2025-04-06,Keyboard,Electronics,Tamil Nadu,Chennai,South,1,3259.18,347.41,13.0827,80.2707
Ord-0063,2025-09-29,Chair,Furniture,Bihar,Patna,East,1,5094.18,649.96,25.5941,85.1376
Ord-0064,2025-03-17,Desk,Furniture,Odisha,Bhubaneswar,East,5,60606.58,9171.72,20.2961,85.8245
Ord-0065,2025-08-08,Tablet,Electronics,Telangana,Hyderabad,South,5,101379.26,14002.46,17.385,78.4867
Ord-0066,2026-04-19,Laptop,Electronics,Delhi,New Delhi,North,4,186311.89,15448.5,28.6139,77.209
Ord-0067,2025-01-23,Desk,Furniture,Delhi,New Delhi,North,4,44696.46,6872.29,28.6139,77.209
Ord-0068,2026-03-18,Cabinet,Furniture,Telangana,Hyderabad,South,5,58278.14,7247.0,17.385,78.4867
Ord-0069,2025-12-02,Table,Furniture,Maharashtra,Mumbai,West,5,76733.51,14172.27,19.076,72.8777
Ord-0070,2026-01-15,Phone,Electronics,Uttar Pradesh,Lucknow,North,1,31682.87,5962.36,26.8467,80.9462
Ord-0071,2026-07-31,Laptop,Electronics,Maharashtra,Mumbai,West,5,249552.76,59904.89,19.076,72.8777
Ord-0072,2025-01-12,Table,Furniture,Maharashtra,Mumbai,West,2,28116.1,3558.75,19.076,72.8777
Ord-0073,2025-03-31,Phone,Electronics,Bihar,Patna,East,5,137549.96,26975.08,25.5941,85.1376
Ord-0074,2025-07-15,Cabinet,Furniture,Karnataka,Bengaluru,South,2,19892.16,4345.63,12.9716,77.5946
Ord-0075,2026-02-24,Keyboard,Electronics,Telangana,Hyderabad,South,2,7092.47,1625.38,17.385,78.4867
Ord-0076,2026-04-02,Keyboard,Electronics,Tamil Nadu,Chennai,South,5,16638.41,1832.97,13.0827,80.2707
Ord-0077,2025-04-06,Tablet,Electronics,Karnataka,Bengaluru,South,1,22697.33,2308.48,12.9716,77.5946
Ord-0078,2025-10-06,Desk,Furniture,Karnataka,Bengaluru,South,5,56576.85,11064.94,12.9716,77.5946
Ord-0079,2025-12-08,Tablet,Electronics,Tamil Nadu,Chennai,South,1,21295.81,3638.08,13.0827,80.2707
Ord-0080,2025-03-17,Tablet,Electronics,Odisha,Bhubaneswar,East,1,20011.8,4861.91,20.2961,85.8245
Ord-0081,2026-05-21,Desk,Furniture,Tamil Nadu,Chennai,South,4,51408.54,12420.47,13.0827,80.2707
Ord-0082,2026-04-14,Keyboard,Electronics,Delhi,New Delhi,North,3,10588.61,1843.79,28.6139,77.209
Ord-0083,2025-07-05,Keyboard,Electronics,Rajasthan,Jaipur,North,1,3221.48,767.54,26.9124,75.7873
Ord-0084,2025-01-09,Keyboard,Furniture,Uttar Pradesh,Lucknow,North,5,56796.65,9814.78,26.8467,80.9462
Ord-0085,2025-06-23,Cabinet,Furniture,Telangana,Hyderabad,South,4,46465.6,10340.54,17.385,78.4867
Ord-0086,2025-07-13,Table,Furniture,Odisha,Bhubaneswar,East,2,29141.92,6749.92,20.2961,85.8245
Ord-0087,2025-12-08,Keyboard,Electronics,Delhi,New Delhi,North,3,10548.67,2391.74,28.6139,77.209
Ord-0088,2025-09-09,Laptop,Electronics,Rajasthan,Jaipur,North,1,50327.0,7022.48,26.9124,75.7873
Ord-0089,2025-05-06,Chair,Furniture,Gujarat,Ahmedabad,West,3,14171.56,1929.36,23.0225,72.5714
Ord-0090,2026-04-01,Phone,Electronics,Gujarat,Ahmedabad,West,4,120343.82,24786.68,23.0225,72.5714
Ord-0091,2026-05-20,Bookshelf,Furniture,Odisha,Bhubaneswar,East,1,9203.28,1107.85,20.2961,85.8245
Ord-0092,2025-05-14,Laptop,Electronics,West Bengal,Kolkata,East,1,52817.39,6233.05,22.5726,88.3639
Ord-0093,2025-08-15,Keyboard,Electronics,Telangana,Hyderabad,South,5,18877.84,1747.06,17.385,78.4867
Ord-0094,2026-06-10,Monitor,Electronics,Gujarat,Ahmedabad,West,1,17894.84,3346.3,23.0225,72.5714
Ord-0095,2025-01-12,Keyboard,Electronics,Maharashtra,Mumbai,West,3,11153.19,978.42,19.076,72.8777
Ord-0096,2025-05-02,Table,Furniture,Telangana,Hyderabad,South,4,55152.97,7559.39,17.385,78.4867
Ord-0097,2026-06-24,Monitor,Electronics,West Bengal,Kolkata,East,2,34915.98,4154.9,22.5726,88.3639
Ord-0098,2025-05-25,Keyboard,Electronics,West Bengal,Kolkata,East,1,3313.77,520.43,22.5726,88.3639
Ord-0099,2026-07-12,Laptop,Electronics,Tamil Nadu,Chennai,South,5,261620.78,51383.45,13.0827,80.2707
Ord-0100,2026-03-26,Chair,Furniture,Gujarat,Ahmedabad,West,2,9749.95,1743.27,23.0225,72.5714
Ord-0101,2026-01-09,Table,Furniture,Telangana,Hyderabad,South,2,29978.57,3238.34,17.385,78.4867
Ord-0102,2025-08-05,Phone,Electronics,Maharashtra,Mumbai,West,1,29034.39,6022.55,19.076,72.8777
Ord-0103,2026-05-26,Laptop,Electronics,Chandigarh,Chandigarh,North,5,227858.03,19654.97,30.7333,76.7794
Ord-0104,2026-03-13,Keyboard,Electronics,Maharashtra,Mumbai,West,4,14648.51,3661.42,19.076,72.8777
Ord-0105,2025-05-25,Keyboard,Electronics,Uttar Pradesh,Lucknow,North,5,18726.01,4202.87,26.8467,80.9462
Ord-0106,2026-03-22,Bookshelf,Furniture,Delhi,New Delhi,North,1,9645.56,1765.62,28.6139,77.209
Ord-0107,2025-06-03,Laptop,Electronics,Maharashtra,Mumbai,West,2,96446.93,9577.64,19.076,72.8777
Ord-0108,2025-02-23,Phone,Electronics,Telangana,Hyderabad,South,3,89426.65,20109.45,17.385,78.4867
Ord-0109,2025-10-30,Keyboard,Electronics,West Bengal,Kolkata,East,3,10212.58,1049.68,22.5726,88.3639
Ord-0110,2025-04-13,Keyboard,Electronics,Uttar Pradesh,Lucknow,North,5,17763.99,3852.26,26.8467,80.9462
Ord-0111,2026-03-11,Phone,Electronics,Chandigarh,Chandigarh,North,2,60371.11,8855.32,30.7333,76.7794
Ord-0112,2026-06-26,Monitor,Electronics,Maharashtra,Pune,West,1,17865.33,3809.26,18.5204,73.8567
Ord-0113,2025-05-18,Cabinet,Furniture,Uttar Pradesh,Lucknow,North,3,33843.99,7290.0,26.8467,80.9462
Ord-0114,2025-03-10,Laptop,Electronics,Karnataka,Bengaluru,South,2,103840.52,9476.5,12.9716,77.5946
Ord-0115,2025-02-12,Chair,Furniture,Maharashtra,Pune,West,5,24063.36,2780.58,18.5204,73.8567
Ord-0116,2026-01-09,Tablet,Electronics,Kerala,Kochi,South,1,21622.07,3879.22,9.9312,76.2673
Ord-0117,2025-07-14,Monitor,Electronics,Karnataka,Bengaluru,South,4,69279.85,16104.38,12.9716,77.5946
Ord-0118,2025-01-05,Phone,Electronics,Kerala,Kochi,South,5,140191.8,12189.35,9.9312,76.2673
Ord-0119,2025-08-21,Cabinet,Furniture,Maharashtra,Pune,West,5,49814.87,8632.0,18.5204,73.8567
Ord-0120,2025-03-14,Cabinet,Furniture,West Bengal,Kolkata,East,2,20309.84,2764.51,22.5726,88.3639
Ord-0121,2025-04-17,Bookshelf,Furniture,Telangana,Hyderabad,South,1,9214.21,1538.6,17.385,78.4867
Ord-0122,2025-09-10,Laptop,Electronics,Odisha,Bhubaneswar,East,2,105629.42,9968.03,20.2961,85.8245
Ord-0123,2026-01-21,Table,Furniture,Rajasthan,Jaipur,North,2,31103.76,5297.44,26.9124,75.7873
Ord-0124,2025-12-29,Cabinet,Furniture,Odisha,Bhubaneswar,East,3,31199.48,6279.5,20.2961,85.8245
Ord-0125,2025-07-11,Phone,Electronics,West Bengal,Kolkata,East,2,57824.78,8530.19,22.5726,88.3639
Ord-0126,2025-09-30,Desk,Furniture,Tamil Nadu,Chennai,South,5,55968.67,9843.44,13.0827,80.2707
Ord-0127,2026-06-09,Chair,Furniture,Uttar Pradesh,Lucknow,North,2,9963.6,1192.11,26.8467,80.9462
Ord-0128,2025-05-26,Bookshelf,Furniture,Rajasthan,Jaipur,North,4,34701.08,6603.61,26.9124,75.7873
Ord-0129,2026-07-08,Chair,Furniture,Rajasthan,Jaipur,North,2,10003.94,1797.82,26.9124,75.7873
Ord-0130,2025-11-11,Keyboard,Electronics,Tamil Nadu,Chennai,South,4,14227.71,2518.76,13.0827,80.2707
Ord-0131,2025-10-04,Chair,Furniture,Odisha,Bhubaneswar,East,5,26701.61,2170.33,20.2961,85.8245
Ord-0132,2025-12-16,Chair,Furniture,Chandigarh,Chandigarh,North,4,21062.94,1999.73,30.7333,76.7794
Ord-0133,2025-02-09,Desk,Furniture,Karnataka,Bengaluru,South,1,10973.3,1856.32,12.9716,77.5946
Ord-0134,2025-04-28,Monitor,Electronics,Delhi,New Delhi,North,2,36132.47,8525.72,28.6139,77.209
Ord-0135,2026-01-27,Table,Furniture,Maharashtra,Mumbai,West,3,47148.98,9530.59,19.076,72.8777
Ord-0136,2025-04-28,Tablet,Electronics,Telangana,Hyderabad,South,5,114235.96,12771.29,17.385,78.4867
Ord-0137,2026-07-13,Tablet,Electronics,Rajasthan,Jaipur,North,4,87240.55,10574.4,26.9124,75.7873
Ord-0138,2025-09-16,Cabinet,Furniture,Maharashtra,Mumbai,West,5,54510.43,12997.6,19.076,72.8777
Ord-0139,2025-06-21,Chair,Furniture,Maharashtra,Mumbai,West,2,9817.68,1701.04,19.076,72.8777
Ord-0140,2025-11-25,Table,Furniture,Maharashtra,Pune,West,2,27474.49,2846.36,18.5204,73.8567
Ord-0141,2026-02-23,Bookshelf,Furniture,Maharashtra,Mumbai,West,3,26599.59,4868.72,19.076,72.8777
Ord-0142,2025-11-30,Laptop,Electronics,Bihar,Patna,East,5,262377.87,64034.52,25.5941,85.1376
Ord-0143,2026-07-01,Table,Furniture,Delhi,New Delhi,North,3,48100.56,5330.0,28.6139,77.209
Ord-0144,2025-08-17,Table,Furniture,Maharashtra,Mumbai,West,4,63091.75,6546.48,19.076,72.8777
Ord-0145,2025-03-19,Tablet,Electronics,Bihar,Patna,East,5,102690.82,12329.84,25.5941,85.1376
Ord-0146,2025-10-23,Monitor,Electronics,Telangana,Hyderabad,South,1,19042.13,2793.78,17.385,78.4867
Ord-0147,2026-07-29,Desk,Furniture,Karnataka,Bengaluru,South,3,36444.18,6259.75,12.9716,77.5946
Ord-0148,2025-04-14,Bookshelf,Furniture,Maharashtra,Mumbai,West,1,9557.31,1388.31,19.076,72.8777
Ord-0149,2025-06-28,Desk,Furniture,Gujarat,Ahmedabad,West,3,35196.3,4807.06,23.0225,72.5714
Ord-0150,2026-04-23,Cabinet,Furniture,Karnataka,Bengaluru,South,4,45888.68,8508.33,12.9716,77.5946
Ord-0151,2026-02-15,Monitor,Electronics,Uttar Pradesh,Lucknow,North,5,83457.13,11099.19,26.8467,80.9462
Ord-0152,2025-04-28,Laptop,Electronics,Uttar Pradesh,Lucknow,North,4,200516.03,42031.76,26.8467,80.9462
Ord-0153,2025-06-06,Monitor,Electronics,Chandigarh,Chandigarh,North,5,83065.32,12255.36,30.7333,76.7794
Ord-0154,2025-05-10,Keyboard,Electronics,Karnataka,Bengaluru,South,5,16472.14,3340.27,12.9716,77.5946
Ord-0155,2025-10-10,Tablet,Electronics,Kerala,Kochi,South,3,66118.24,13339.38,9.9312,76.2673
Ord-0156,2025-05-14,Monitor,Electronics,Delhi,New Delhi,North,3,57922.21,8006.54,28.6139,77.209
Ord-0157,2025-05-21,Desk,Furniture,Karnataka,Bengaluru,South,2,25692.26,2725.17,12.9716,77.5946
Ord-0158,2026-04-05,Phone,Electronics,Karnataka,Bengaluru,South,1,28382.48,5774.03,12.9716,77.5946
Ord-0159,2025-05-07,Monitor,Electronics,West Bengal,Kolkata,East,4,75039.5,6296.85,22.5726,88.3639
Ord-0160,2025-02-20,Laptop,Electronics,Telangana,Hyderabad,South,4,193479.67,17745.31,17.385,78.4867
Ord-0161,2026-02-09,Table,Furniture,Odisha,Bhubaneswar,East,1,15999.03,2506.13,20.2961,85.8245
Ord-0162,2026-01-06,Monitor,Electronics,Telangana,Hyderabad,South,1,17276.15,2296.79,17.385,78.4867
Ord-0163,2025-11-09,Keyboard,Electronics,Karnataka,Bengaluru,South,1,3618.88,415.99,12.9716,77.5946
Ord-0164,2025-03-16,Cabinet,Furniture,Delhi,New Delhi,North,1,10126.25,1523.65,28.6139,77.209
Ord-0165,2025-06-28,Phone,Electronics,Chandigarh,Chandigarh,North,2,59193.04,13977.68,30.7333,76.7794
Ord-0166,2025-06-10,Table,Furniture,Chandigarh,Chandigarh,North,1,14845.59,2244.91,30.7333,76.7794
Ord-0167,2025-03-25,Chair,Furniture,Maharashtra,Mumbai,West,2,9023.57,1739.76,19.076,72.8777
Ord-0168,2025-12-26,Laptop,Electronics,Tamil Nadu,Chennai,South,4,194926.47,18422.39,13.0827,80.2707
Ord-0169,2026-03-11,Desk,Furniture,Maharashtra,Mumbai,West,1,11469.46,1692.25,19.076,72.8777
Ord-0170,2025-11-01,Table,Furniture,Kerala,Kochi,South,3,43330.03,6915.45,9.9312,76.2673
Ord-0171,2025-06-24,Table,Furniture,Odisha,Bhubaneswar,East,3,41032.24,8692.26,20.2961,85.8245
Ord-0172,2025-09-21,Phone,Electronics,Maharashtra,Pune,West,4,118391.5,19474.46,18.5204,73.8567
Ord-0173,2025-06-11,Desk,Furniture,Odisha,Bhubaneswar,East,3,34819.04,4388.13,20.2961,85.8245
Ord-0174,2025-01-08,Laptop,Electronics,West Bengal,Kolkata,East,4,210232.4,47804.52,22.5726,88.3639
Ord-0175,2025-11-24,Bookshelf,Furniture,Maharashtra,Mumbai,West,3,25423.02,4937.7,19.076,72.8777
Ord-0176,2025-09-21,Bookshelf,Furniture,Chandigarh,Chandigarh,North,5,41946.21,8010.34,30.7333,76.7794
Ord-0177,2025-07-01,Tablet,Electronics,Maharashtra,Pune,West,3,70836.27,17039.64,18.5204,73.8567
Ord-0178,2025-05-31,Desk,Furniture,Delhi,New Delhi,North,2,21656.17,2047.3,28.6139,77.209
Ord-0179,2025-03-23,Tablet,Electronics,Delhi,New Delhi,North,5,116353.59,22025.43,28.6139,77.209
Ord-0180,2026-01-21,Laptop,Electronics,Maharashtra,Pune,West,5,240381.78,29831.86,18.5204,73.8567
Ord-0181,2025-09-13,Desk,Furniture,Gujarat,Ahmedabad,West,4,50376.85,6986.4,23.0225,72.5714
Ord-0182,2026-05-21,Bookshelf,Furniture,Bihar,Patna,East,2,18989.86,2227.83,25.5941,85.1376
Ord-0183,2025-05-08,Table,Furniture,Chandigarh,Chandigarh,North,1,15844.86,2580.55,30.7333,76.7794
Ord-0184,2025-08-25,Phone,Electronics,Maharashtra,Mumbai,West,3,89301.81,18403.92,19.076,72.8777
Ord-0185,2025-01-04,Desk,Furniture,Tamil Nadu,Chennai,South,1,11101.01,2463.74,13.0827,80.2707
Ord-0186,2025-03-16,Cabinet,Furniture,Telangana,Hyderabad,South,5,51199.62,6466.11,17.385,78.4867
Ord-0187,2025-02-03,Phone,Electronics,Chandigarh,Chandigarh,North,5,157006.47,25855.11,30.7333,76.7794
Ord-0188,2025-12-08,Keyboard,Electronics,Maharashtra,Mumbai,West,1,3463.4,701.11,19.076,72.8777
Ord-0189,2026-03-31,Bookshelf,Furniture,Delhi,New Delhi,North,3,27203.43,4953.41,28.6139,77.209
Ord-0190,2026-07-12,Laptop,Electronics,Telangana,Hyderabad,South,2,97278.87,20531.19,17.385,78.4867
Ord-0191,2026-01-06,Chair,Furniture,Maharashtra,Pune,West,3,13997.8,1334.79,18.5204,73.8567
Ord-0192,2025-04-23,Keyboard,Electronics,Telangana,Hyderabad,South,3,9995.63,1404.03,17.385,78.4867
Ord-0193,2026-02-10,Desk,Furniture,Kerala,Kochi,South,3,38551.51,5683.66,9.9312,76.2673
Ord-0194,2026-04-12,Table,Furniture,Delhi,New Delhi,North,1,14228.76,2444.12,28.6139,77.209
Ord-0195,2026-04-27,Monitor,Electronics,Gujarat,Ahmedabad,West,3,56827.08,13774.33,23.0225,72.5714
Ord-0196,2025-01-17,Cabinet,Furniture,Tamil Nadu,Chennai,South,2,20222.13,1876.08,13.0827,80.2707
Ord-0197,2025-02-08,Bookshelf,Furniture,Maharashtra,Mumbai,West,5,46076.06,7092.06,19.076,72.8777
Ord-0198,2026-04-23,Tablet,Electronics,Gujarat,Ahmedabad,West,2,45931.37,9098.93,23.0225,72.5714
Ord-0199,2025-01-17,Phone,Electronics,Chandigarh,Chandigarh,North,4,115797.04,11066.6,30.7333,76.7794
Ord-0200,2025-08-04,Bookshelf,Furniture,Telangana,Hyderabad,South,1,8399.92,1445.82,17.385,78.4867
Ord-0201,2025-07-19,Table,Furniture,Gujarat,Ahmedabad,West,5,77746.98,15790.22,23.0225,72.5714
Ord-0202,2026-05-04,Phone,Electronics,Tamil Nadu,Chennai,South,1,30491.99,6032.53,13.0827,80.2707
Ord-0203,2025-03-27,Cabinet,Furniture,Odisha,Bhubaneswar,East,2,22129.52,5529.95,20.2961,85.8245
Ord-0204,2026-05-13,Desk,Furniture,Telangana,Hyderabad,South,5,61895.06,6978.16,17.385,78.4867
Ord-0205,2026-02-06,Desk,Furniture,Kerala,Kochi,South,5,59121.51,13393.82,9.9312,76.2673
Ord-0206,2025-07-07,Cabinet,Furniture,Kerala,Kochi,South,1,11187.33,1588.58,9.9312,76.2673
Ord-0207,2025-07-02,Phone,Electronics,Odisha,Bhubaneswar,East,3,92279.88,12714.21,20.2961,85.8245
Ord-0208,2026-02-01,Desk,Furniture,Uttar Pradesh,Lucknow,North,1,11962.95,2302.65,26.8467,80.9462
Ord-0209,2025-11-07,Laptop,Electronics,Maharashtra,Pune,West,5,252713.84,30225.36,18.5204,73.8567
Ord-0210,2025-05-21,Cabinet,Furniture,Gujarat,Ahmedabad,West,2,19884.23,4547.51,23.0225,72.5714
Ord-0211,2026-04-22,Tablet,Electronics,Maharashtra,Pune,West,3,71255.46,9948.76,18.5204,73.8567
Ord-0212,2025-08-27,Keyboard,Electronics,Bihar,Patna,East,4,14181.31,3240.79,25.5941,85.1376
Ord-0213,2026-07-31,Cabinet,Furniture,Tamil Nadu,Chennai,South,1,10566.01,1783.84,13.0827,80.2707
Ord-0214,2025-11-20,Laptop,Electronics,Bihar,Patna,East,3,147617.39,19262.67,25.5941,85.1376
Ord-0215,2026-02-03,Keyboard,Electronics,Maharashtra,Pune,West,1,3324.68,780.49,18.5204,73.8567
Ord-0216,2025-03-02,Bookshelf,Furniture,Maharashtra,Mumbai,West,4,33814.29,8165.93,19.076,72.8777
Ord-0217,2026-07-18,Chair,Furniture,Delhi,New Delhi,North,3,15940.05,3955.71,28.6139,77.209
Ord-0218,2025-08-31,Table,Furniture,Rajasthan,Jaipur,North,4,63048.52,7515.18,26.9124,75.7873
Ord-0219,2026-05-21,Cabinet,Furniture,Odisha,Bhubaneswar,East,3,30748.58,3612.42,20.2961,85.8245
Ord-0220,2026-06-05,Table,Furniture,Gujarat,Ahmedabad,West,5,68280.88,16711.57,23.0225,72.5714
Ord-0221,2026-02-23,Monitor,Electronics,Gujarat,Ahmedabad,West,2,35802.2,4448.05,23.0225,72.5714
Ord-0222,2025-04-30,Phone,Electronics,Maharashtra,Pune,West,1,27831.04,6086.42,18.5204,73.8567
Ord-0223,2025-09-24,Bookshelf,Furniture,Odisha,Bhubaneswar,East,1,9549.77,2160.36,20.2961,85.8245
Ord-0224,2025-07-14,Table,Furniture,Tamil Nadu,Chennai,South,3,42710.97,6877.96,13.0827,80.2707
Ord-0225,2026-06-21,Phone,Electronics,Tamil Nadu,Chennai,South,4,108765.12,14785.39,13.0827,80.2707
Ord-0226,2025-06-25,Phone,Electronics,Delhi,New Delhi,North,4,116050.07,14408.56,28.6139,77.209
Ord-0227,2025-04-24,Phone,Electronics,Telangana,Hyderabad,South,5,140944.95,27646.91,17.385,78.4867
Ord-0228,2025-02-09,Tablet,Electronics,Karnataka,Bengaluru,South,2,44124.85,8496.64,12.9716,77.5946
Ord-0229,2026-07-25,Laptop,Electronics,Kerala,Kochi,South,3,158440.34,19281.96,9.9312,76.2673
Ord-0230,2025-06-19,Bookshelf,Furniture,Kerala,Kochi,South,5,47279.81,9388.36,9.9312,76.2673
